839.176,181
1366.135,151
1393.305,141
1449.534,121
1461.039,111
1464.869,171
1467.359,31
1474.924,81
1476.773,11
1477.442,131
1483.118,101
1483.427,41
1487.815,161
1487.639,91
1488.786,51
814.48,182
549.424,152
747.199,142
655.416,162
750.89,32
793.968000000001,102
837.428,112
944.372,52
2440.392,71
1029.029,172
879.512000000001,183
1095.278,122
1068.782,42
1089.377,82
1105.728,132
1112.234,12
2595.495,191
1118.747,92
707.268,153
2667.112,21
2677.561,1
2680.249,61
701.685,33
926.207,163
950.544,143
851.455,103
885.412,113
755.436,53
789.613,173
752.709,154
797.433999999999,133
875.338999999999,184
1165.07,123
1199.255,83
903.07,34
1238.422,13
1286.849,43
1180.6,22
1254.097,93
947.712,144
884.676,114
1480.715,2
1173.311,164
1161.383,104
1849.606,72
1199.517,174
1115.166,155
1105.736,185
1331.547,54
2005.972,192
1244.12,134
1062.54,35
1071.569,44
875.712999999999,115
2320.261,62
1252.571,23
1389.434,124
1406.214,84
1403.777,14
1229.041,145
1429.707,94
1156.719,165
1137.699,105
1100.986,156
1465.388,3
1067.755,135
1224.121,175
1198.268,186
1299.915,55
1064.688,36
1080.296,45
1071.44,116
1326.693,125
836.738,157
1189.281,146
1052.727,106
1085.387,166
1315.68,85
2224.369,73
1431.298,24
1302.027,15
957.113999999999,4
901.869000000001,136
1313.799,95
903.28,187
989.751999999999,176
963.99,56
814.080999999999,117
2255.457,193
931.915,37
916.078,46
815.263,158
794.036,107
2273.911,63
683.541,188
845.968000000001,147
780.358,177
1039.134,167
931.251000000001,137
1147.21,126
799.821,118
1105.302,16
1151.789,86
871.906,57
1161.547,96
957.994,47
635.847000000001,159
1038.244,38
650.296,148
1466.955,5
770.193,189
1712.257,25
1041.203,108
695.696999999998,119
861.730999999999,178
905.195000000002,168
1929.068,74
878.344999999998,127
586.547000000002,160
952.806999999999,138
831.677999999999,58
545.817,149
861.775999999999,17
496.792000000001,190
836.223999999998,97
1038.087,87
774.068,39
1863.456,194
465.606,120
452.368,179
960.410000000003,48
410.007,150
448.152999999998,59
674.598999999998,109
594.174999999999,169
595.379999999999,139
643.397999999997,128
900.078,26
541.681000000002,98
646.250000000002,18
1905.792,64
506.496000000001,40
443.420000000002,180
601.657000000001,88
505.716999999999,49
429.146000000002,60
1313.934,6
444.968999999999,170
480.843000000001,110
448.638999999999,140
451.857999999998,129
410.599,99
420.737000000001,19
1233.945,75
555.666999999999,27
427.353999999999,89
410.333999999997,50
677.267,65
389.213,20
437.806,100
447.459000000001,130
384.459999999999,76
366.592000000001,90
1370.696,195
773.666999999999,7
354.955999999998,66
671.243,28
306.751,77
286.123000000001,67
311.693999999998,78
342.508,68
330.282999999999,79
899.970000000001,8
759.516999999998,29
339.191000000001,69
1095.273,196
317.413,80
272.814999999999,70
555.874999999998,9
697.874,30
713.044000000004,197
480.134,10
431.833000000001,198
348.794,199
223.758,200
